TransactionID,StoreID,ProductID,Category,Quantity,Price,Discount,City,PaymentMode,Rating
100127,157,1063,Furniture,1,5179.64,30,Delhi,UPI,2
100129,301,1078,Electronics,10,2058.56,30,Bangalore,Card,3
100130,65,1004,Grocery,7,2522.92,25,Lucknow,Card,5
100133,9,1045,Furniture,8,200.21,30,Lucknow,Cash,5
100138,472,1080,Clothing,3,9691.35,25,Delhi,Card,3
100141,499,1098,Furniture,9,3982.83,25,Mumbai,Cash,5
100142,81,1001,Grocery,10,5168.73,30,Mumbai,Cash,5
100143,392,1039,Electronics,4,7646.76,30,Chennai,UPI,3
100144,163,1096,Electronics,9,2309.61,25,Lucknow,UPI,2
100149,490,1035,Grocery,3,5123.2,30,Lucknow,Cash,4
100153,135,1090,Grocery,9,5445.21,30,Delhi,Cash,1
100154,201,1049,Grocery,8,4554.39,30,Mumbai,Cash,2
100157,418,1023,Furniture,4,1719.86,30,Lucknow,UPI,3
100160,407,1049,Grocery,9,4658.08,30,Chennai,Card,5
100165,172,1087,Furniture,4,2439.31,30,Mumbai,Card,2
100174,462,1043,Grocery,9,8710.85,25,Chennai,UPI,4
100186,346,1080,Grocery,7,7734.25,25,Mumbai,Card,5
100191,63,1067,Clothing,10,8774.66,30,Lucknow,Cash,1
100193,231,1086,Clothing,10,2131.43,30,Delhi,Cash,5
100206,36,1084,Furniture,2,8362.03,30,Mumbai,Cash,3
100207,13,1079,Furniture,2,2363.41,25,Mumbai,UPI,2
100217,62,1019,Electronics,2,1044.97,25,Bangalore,UPI,2
100218,441,1030,Clothing,2,7364.15,30,Mumbai,UPI,3
100219,134,1045,Furniture,2,7450.86,25,Delhi,Cash,2
100223,44,1036,Clothing,4,3579.47,25,Bangalore,Card,3
100226,446,1052,Furniture,2,5890.86,30,Mumbai,Cash,1
100232,190,1034,Electronics,2,2348.88,30,Lucknow,Cash,2
100238,121,1042,Grocery,9,8268.75,25,Mumbai,Cash,2
100252,234,1085,Clothing,1,858.21,30,Chennai,Cash,1
100253,172,1030,Grocery,10,3694.25,30,Lucknow,Cash,2
100254,152,1085,Clothing,6,2742.22,30,Lucknow,Cash,5
100255,463,1049,Furniture,10,2370.42,30,Delhi,Card,5
100258,160,1069,Grocery,2,4517.82,25,Delhi,UPI,4
100260,472,1057,Grocery,3,2768.1,30,Delhi,UPI,2
100265,497,1040,Grocery,4,5564.47,30,Chennai,UPI,4
100267,52,1043,Electronics,3,3657.08,30,Mumbai,UPI,4
100272,113,1033,Clothing,7,176.0,25,Lucknow,UPI,1
100275,440,1097,Clothing,6,3962.98,30,Delhi,Cash,5
100278,113,1043,Grocery,2,8089.08,30,Delhi,Card,4
100279,2,1049,Clothing,6,1438.9,25,Delhi,Cash,4
100283,343,1006,Furniture,7,3555.5,25,Mumbai,Card,3
100284,485,1057,Grocery,1,936.83,30,Chennai,Card,1
100289,126,1021,Furniture,2,3641.43,25,Chennai,Card,3
100290,130,1092,Electronics,2,122.51,30,Lucknow,Cash,4
100295,198,1054,Furniture,9,1475.12,25,Mumbai,Cash,3
100303,401,1057,Furniture,10,8236.83,25,Delhi,Card,2
100305,294,1019,Grocery,7,6361.13,25,Lucknow,Card,4
100307,325,1065,Electronics,5,5877.45,25,Delhi,Card,4
100311,470,1099,Clothing,6,6075.92,25,Lucknow,Card,1
100313,240,1067,Electronics,8,4254.52,25,Bangalore,Cash,3
100314,144,1025,Clothing,5,3633.31,25,Chennai,Card,3
100316,201,1084,Grocery,6,6113.59,30,Lucknow,UPI,1
100324,252,1070,Clothing,2,3790.85,30,Chennai,UPI,1
100331,148,1083,Electronics,2,1425.78,25,Mumbai,Card,5
100335,489,1042,Electronics,8,2055.71,30,Bangalore,Cash,1
100337,424,1020,Electronics,4,3124.13,30,Mumbai,Cash,1
100338,128,1073,Clothing,9,2886.0,25,Lucknow,UPI,4
100339,39,1017,Grocery,3,8747.41,30,Bangalore,Cash,2
100341,360,1047,Grocery,1,5385.55,30,Mumbai,Card,4
100346,473,1019,Furniture,9,7036.16,30,Mumbai,Card,5
100352,99,1081,Grocery,8,7837.12,25,Chennai,UPI,4
100355,144,1040,Electronics,7,2791.85,30,Lucknow,UPI,5
100356,346,1045,Grocery,10,8622.55,30,Mumbai,UPI,5
100358,500,1025,Electronics,7,8000.37,25,Lucknow,Card,4
100360,369,1030,Furniture,9,1801.48,25,Mumbai,Card,2
100361,2,1076,Electronics,6,9796.44,30,Bangalore,Card,4
100368,160,1024,Grocery,9,8893.17,30,Bangalore,Cash,5
100374,208,1083,Electronics,6,7594.88,30,Chennai,Card,3
100375,131,1012,Clothing,4,7969.04,25,Chennai,UPI,4
100377,152,1017,Grocery,6,7506.22,25,Delhi,Cash,4
100380,161,1075,Furniture,9,5866.31,30,Delhi,UPI,4
100383,75,1081,Furniture,1,512.46,25,Bangalore,Cash,1
100387,422,1009,Furniture,6,201.11,30,Mumbai,UPI,4
100388,104,1015,Furniture,5,8601.2,30,Lucknow,UPI,5
100389,340,1028,Grocery,8,5645.48,30,Bangalore,Cash,4
100390,254,1024,Electronics,2,3893.19,30,Bangalore,Cash,2
100391,227,1060,Clothing,8,4156.81,30,Lucknow,Card,3
100398,384,1065,Furniture,4,4858.97,25,Chennai,Card,4
100400,338,1049,Grocery,4,4765.42,30,Mumbai,UPI,5
100405,445,1096,Grocery,5,3523.53,30,Mumbai,Cash,5
100410,289,1032,Grocery,5,1204.08,30,Bangalore,Cash,3
100413,304,1018,Electronics,7,951.66,25,Bangalore,UPI,3
100414,404,1039,Clothing,8,1997.33,25,Delhi,UPI,3
100420,128,1054,Electronics,1,7908.06,25,Mumbai,Cash,5
100421,33,1095,Electronics,10,9060.38,30,Delhi,Cash,3
100427,375,1059,Electronics,7,3511.69,30,Mumbai,UPI,2
100429,238,1073,Clothing,3,6787.84,25,Mumbai,UPI,2
100432,230,1035,Grocery,10,9094.19,25,Chennai,UPI,1
100435,438,1014,Furniture,9,9378.23,25,Lucknow,UPI,4
100443,284,1028,Electronics,10,385.6,25,Bangalore,UPI,3
100451,4,1020,Grocery,2,2731.35,25,Lucknow,UPI,1
100457,220,1089,Electronics,1,5260.58,25,Bangalore,UPI,3
100461,373,1095,Clothing,1,2597.3,25,Lucknow,UPI,1
100463,99,1005,Grocery,5,5542.11,30,Bangalore,Card,4
100467,280,1018,Clothing,10,7581.39,30,Mumbai,Cash,4
100472,95,1017,Clothing,6,1103.81,25,Lucknow,Cash,2
100473,99,1068,Furniture,1,7900.04,30,Delhi,Card,4
100482,161,1051,Electronics,8,6152.85,25,Bangalore,Cash,3
100483,256,1034,Grocery,2,1131.48,30,Chennai,Cash,4
100485,128,1015,Grocery,9,756.36,30,Mumbai,Card,2
100486,18,1078,Furniture,1,2927.99,30,Chennai,Cash,5
100491,58,1003,Clothing,7,5369.56,30,Lucknow,UPI,5
100492,323,1086,Clothing,4,2313.08,30,Delhi,Cash,2
100497,288,1076,Electronics,5,2270.74,25,Lucknow,UPI,3
100498,431,1093,Electronics,6,3483.55,25,Mumbai,Cash,1
100499,342,1048,Furniture,3,2143.7,30,Mumbai,Cash,3
100500,151,1017,Electronics,10,9307.48,30,Chennai,UPI,1
100502,127,1013,Clothing,7,5880.24,30,Lucknow,Cash,3
100504,490,1004,Grocery,1,1944.44,25,Chennai,Card,3
100506,474,1088,Furniture,2,601.42,25,Mumbai,Cash,2
100516,170,1077,Furniture,1,366.27,30,Lucknow,Cash,3
100519,355,1024,Furniture,6,9468.23,25,Chennai,UPI,4
100523,13,1099,Electronics,9,9370.14,25,Lucknow,Cash,4
100524,316,1003,Grocery,10,4963.85,25,Lucknow,Card,5
100528,173,1054,Clothing,5,6352.29,30,Chennai,Cash,3
100530,321,1095,Furniture,6,9183.88,30,Bangalore,Cash,4
100531,264,1056,Electronics,4,4024.01,30,Chennai,Card,3
100537,471,1078,Clothing,3,4435.89,30,Lucknow,Cash,2
100543,215,1099,Electronics,7,903.79,30,Chennai,Card,5
100546,51,1077,Electronics,2,6690.59,30,Chennai,UPI,4
100552,150,1090,Electronics,6,2520.52,30,Lucknow,UPI,3
100555,342,1067,Clothing,4,8927.92,25,Lucknow,Cash,1
100561,54,1069,Clothing,8,5343.77,30,Bangalore,Cash,2
100566,264,1057,Clothing,3,6714.62,30,Mumbai,Cash,1
100572,103,1057,Electronics,3,2254.08,25,Delhi,UPI,5
100576,480,1035,Furniture,2,6794.73,25,Lucknow,UPI,2
100578,350,1005,Furniture,5,831.08,25,Bangalore,Cash,2
100585,269,1067,Grocery,7,438.72,30,Delhi,Card,5
100587,124,1031,Grocery,3,7552.35,30,Chennai,Cash,2
100591,145,1070,Electronics,5,1384.33,25,Mumbai,Card,5
100592,120,1041,Clothing,1,1850.96,25,Lucknow,Card,5
100593,319,1063,Grocery,8,1408.62,25,Delhi,Card,5
100598,346,1050,Electronics,7,7281.12,30,Mumbai,Cash,4
100600,474,1025,Grocery,6,9996.63,30,Bangalore,Card,4
100601,117,1012,Furniture,1,7788.17,25,Mumbai,Card,3
100605,393,1045,Electronics,4,5108.37,30,Delhi,UPI,3
100606,396,1011,Clothing,10,1329.97,30,Delhi,Card,4
100610,1,1070,Grocery,10,9501.4,30,Lucknow,Cash,3
100616,48,1079,Clothing,7,8436.24,30,Lucknow,UPI,1
100618,488,1072,Clothing,7,7263.02,30,Mumbai,Cash,3
100619,237,1037,Clothing,10,2898.07,25,Delhi,UPI,5
100620,373,1049,Furniture,6,322.92,30,Delhi,Card,2
100631,451,1010,Clothing,6,6708.98,30,Chennai,UPI,3
100633,154,1042,Grocery,1,9344.8,25,Chennai,Card,1
100635,435,1044,Clothing,2,2560.44,25,Chennai,Card,1
100636,485,1082,Clothing,5,3232.64,25,Bangalore,Card,3
100637,86,1087,Furniture,4,7543.67,25,Chennai,Card,3
100639,285,1016,Electronics,5,7447.56,25,Mumbai,Cash,5
100640,462,1054,Electronics,10,2994.18,30,Delhi,Cash,5
100643,47,1028,Grocery,7,1967.07,25,Chennai,UPI,5
100644,497,1002,Clothing,9,6941.34,25,Bangalore,Cash,3
100646,238,1013,Grocery,6,3329.74,25,Mumbai,UPI,4
100659,254,1058,Furniture,4,1069.46,30,Bangalore,Cash,4
100660,222,1027,Grocery,3,9973.68,30,Chennai,Cash,4
100663,250,1042,Furniture,6,733.68,30,Bangalore,UPI,1
100665,246,1053,Electronics,8,953.11,25,Bangalore,Cash,4
100668,290,1069,Electronics,8,8800.83,25,Delhi,UPI,4
100672,250,1053,Grocery,2,3604.24,25,Mumbai,Card,1
100674,442,1096,Electronics,9,7501.65,30,Delhi,Cash,1
100677,325,1095,Furniture,7,3859.08,25,Lucknow,Cash,5
100681,280,1093,Clothing,10,7973.54,30,Bangalore,Card,4
100682,336,1054,Furniture,9,899.51,25,Bangalore,Cash,2
100687,384,1064,Grocery,4,8376.63,30,Chennai,Cash,1
100690,340,1097,Clothing,9,8720.45,30,Delhi,Card,4
100708,43,1031,Grocery,5,9786.35,30,Bangalore,Card,1
100726,458,1061,Electronics,7,1665.19,25,Lucknow,UPI,4
100730,105,1036,Grocery,2,3673.44,30,Bangalore,Card,1
100732,196,1049,Clothing,4,7930.01,25,Mumbai,Cash,2
100733,314,1070,Furniture,10,1846.72,25,Lucknow,Cash,4
100741,277,1090,Clothing,10,1001.57,30,Chennai,UPI,5
100748,192,1016,Grocery,1,5420.88,25,Lucknow,Card,2
100750,177,1003,Clothing,8,9590.08,30,Mumbai,UPI,5
100751,99,1052,Grocery,6,9008.05,25,Chennai,UPI,5
100754,466,1013,Clothing,7,4379.43,25,Delhi,Card,2
100757,96,1021,Furniture,5,6402.78,25,Delhi,UPI,5
100759,151,1054,Furniture,7,6107.63,25,Bangalore,Cash,3
100760,190,1027,Electronics,9,6858.25,30,Mumbai,Cash,3
100767,279,1011,Grocery,10,9382.74,30,Mumbai,Card,3
100770,361,1097,Furniture,6,910.86,30,Delhi,Cash,3
100773,369,1021,Furniture,6,6529.44,30,Mumbai,Card,2
100775,84,1063,Clothing,6,2548.7,30,Chennai,UPI,3
100779,397,1008,Electronics,5,5281.68,30,Lucknow,UPI,2
100780,187,1058,Electronics,6,3858.54,25,Chennai,Cash,4
100782,177,1031,Electronics,6,7592.76,25,Delhi,Cash,5
100783,100,1093,Furniture,3,7995.49,25,Bangalore,Card,3
100784,396,1009,Clothing,4,8023.09,30,Lucknow,Card,2
100786,233,1094,Furniture,2,1778.33,25,Chennai,UPI,5
100790,455,1080,Furniture,6,8192.76,25,Mumbai,Card,4
100791,284,1036,Clothing,7,7704.71,25,Lucknow,Cash,5
100796,339,1023,Electronics,10,7009.3,30,Bangalore,Cash,5
100797,367,1041,Clothing,3,542.8,25,Mumbai,UPI,4
100800,69,1028,Furniture,8,1694.69,25,Bangalore,UPI,3
100802,396,1038,Furniture,2,4111.96,30,Mumbai,UPI,4
100803,25,1031,Clothing,6,3624.81,25,Delhi,UPI,5
100807,484,1091,Electronics,7,7079.08,25,Chennai,Cash,3
100810,144,1090,Grocery,1,1065.01,25,Chennai,Card,5
100815,42,1092,Clothing,2,9598.04,25,Lucknow,Cash,5
100818,398,1087,Grocery,3,9714.37,30,Chennai,UPI,1
100820,122,1005,Grocery,9,7750.21,30,Mumbai,Card,1
100822,163,1007,Furniture,2,3668.27,30,Delhi,Cash,4
100824,221,1036,Electronics,10,434.14,30,Mumbai,UPI,3
100836,230,1052,Grocery,3,2586.66,25,Delhi,Cash,4
100841,170,1058,Grocery,4,6695.86,30,Bangalore,Cash,4
100843,434,1053,Electronics,5,7145.79,25,Delhi,UPI,1
100844,283,1066,Grocery,10,2756.33,30,Bangalore,Cash,1
100846,194,1082,Furniture,10,8593.17,30,Lucknow,UPI,4
100849,165,1076,Clothing,9,5944.82,30,Lucknow,Card,3
100854,365,1084,Clothing,3,4119.84,25,Delhi,Cash,1
100866,415,1064,Electronics,7,5054.31,25,Chennai,UPI,4
100868,445,1026,Grocery,7,9549.98,25,Mumbai,Cash,1
100874,346,1024,Furniture,3,9298.26,25,Chennai,Card,4
100883,126,1016,Clothing,7,4694.33,30,Delhi,Card,2
100884,58,1015,Furniture,2,6463.13,30,Bangalore,Cash,5
100886,476,1011,Grocery,8,3172.92,25,Lucknow,Cash,3
100893,387,1099,Electronics,7,2073.39,25,Chennai,Card,1
100894,461,1013,Furniture,4,6041.43,30,Mumbai,Card,2
100902,422,1071,Grocery,3,2318.81,25,Delhi,Cash,2
100905,58,1003,Clothing,7,1321.22,25,Chennai,Cash,5
100907,173,1007,Clothing,3,4504.73,25,Delhi,UPI,3
100908,160,1049,Furniture,9,6362.11,30,Bangalore,UPI,2
100910,317,1033,Clothing,7,4243.83,30,Delhi,Cash,1
100912,149,1079,Electronics,6,1312.02,30,Mumbai,Cash,2
100918,229,1036,Furniture,3,690.26,30,Bangalore,Card,3
100919,164,1032,Clothing,9,2910.2,25,Mumbai,Card,5
100920,227,1028,Electronics,8,1727.15,30,Mumbai,UPI,3
100924,402,1056,Clothing,4,3889.68,30,Lucknow,UPI,4
100925,47,1035,Clothing,4,6785.68,25,Lucknow,Card,2
100929,143,1055,Grocery,3,1487.42,30,Lucknow,UPI,2
100932,373,1058,Grocery,1,9223.47,30,Mumbai,Cash,4
100933,54,1083,Grocery,6,4513.74,25,Mumbai,Cash,5
100936,144,1051,Electronics,8,3891.81,25,Delhi,Cash,1
100940,12,1100,Electronics,10,506.5,30,Delhi,Cash,5
100944,456,1052,Electronics,9,8866.08,25,Lucknow,UPI,3
100946,460,1082,Clothing,9,4018.27,30,Chennai,UPI,5
100948,156,1080,Electronics,6,7461.32,30,Mumbai,Card,3
100956,186,1047,Furniture,7,3991.42,30,Bangalore,UPI,5
100959,28,1054,Electronics,8,159.38,25,Delhi,Card,1
100966,447,1073,Electronics,5,4107.78,25,Delhi,Card,1
100968,201,1078,Clothing,5,3112.49,30,Delhi,UPI,1
100970,212,1002,Furniture,7,5114.98,25,Lucknow,Cash,5
100973,240,1059,Electronics,1,4309.27,25,Chennai,UPI,2
100974,413,1097,Furniture,2,6749.27,25,Chennai,Card,4
100976,46,1058,Grocery,10,2520.09,25,Delhi,UPI,4
100977,35,1058,Electronics,10,8146.46,30,Mumbai,Card,1
100981,371,1041,Clothing,6,8493.6,25,Lucknow,Cash,4
100985,409,1004,Furniture,7,9576.87,25,Lucknow,Card,4
100986,450,1012,Grocery,6,9729.65,25,Delhi,Cash,2
100987,10,1029,Grocery,7,6452.8,25,Chennai,Card,2
100988,312,1007,Grocery,2,3659.64,30,Mumbai,UPI,5
100989,286,1014,Electronics,1,8189.94,30,Chennai,UPI,4
100991,251,1099,Grocery,9,2976.9,25,Mumbai,UPI,2
100992,365,1005,Clothing,2,9856.99,30,Lucknow,UPI,2
100996,374,1043,Electronics,3,4135.96,30,Delhi,UPI,2
100997,65,1081,Furniture,10,9798.93,25,Delhi,UPI,5
100999,224,1045,Furniture,2,7598.4,30,Chennai,UPI,4
101001,177,1049,Electronics,8,2362.22,25,Bangalore,UPI,3
101005,63,1018,Grocery,8,1913.58,25,Chennai,Cash,5
101007,342,1062,Electronics,8,6190.38,30,Chennai,UPI,1
101009,283,1029,Furniture,8,622.15,25,Lucknow,Cash,1
101013,98,1006,Grocery,5,1608.88,30,Bangalore,Cash,3
101014,105,1042,Grocery,8,6571.08,30,Delhi,Card,2
101015,99,1029,Furniture,6,622.93,30,Mumbai,Card,3
101016,385,1079,Grocery,5,306.87,25,Delhi,Card,4
101017,405,1093,Grocery,1,1267.8,30,Bangalore,Card,2
101018,496,1004,Clothing,3,9502.24,25,Mumbai,Card,1
101022,465,1044,Electronics,5,9478.2,30,Lucknow,Cash,3
101024,351,1075,Furniture,6,1036.5,30,Delhi,Cash,1
101025,133,1014,Furniture,5,951.44,30,Mumbai,Cash,5
101030,485,1082,Grocery,4,9655.89,25,Bangalore,UPI,2
101031,53,1058,Clothing,9,4312.34,30,Delhi,Card,1
101033,202,1058,Grocery,1,2864.04,30,Chennai,Card,4
101035,83,1057,Furniture,10,2048.34,30,Delhi,Cash,3
101036,145,1077,Electronics,7,7890.43,25,Bangalore,Card,1
101038,78,1078,Clothing,10,1069.33,25,Mumbai,UPI,1
101039,457,1097,Furniture,5,4840.34,25,Chennai,UPI,1
101042,51,1037,Grocery,1,385.85,30,Chennai,Cash,1
101043,173,1008,Clothing,6,5577.77,25,Chennai,Cash,5
101045,260,1098,Clothing,5,7432.88,25,Lucknow,Card,1
101046,446,1005,Furniture,1,4079.06,25,Lucknow,Card,3
101049,488,1045,Furniture,10,3362.52,30,Chennai,Card,2
101054,72,1030,Clothing,1,3453.99,25,Bangalore,Cash,4
101063,306,1002,Clothing,10,4554.96,30,Delhi,UPI,4
101065,449,1003,Furniture,10,3463.87,30,Chennai,Cash,5
101069,478,1051,Grocery,2,5136.79,30,Delhi,Card,4
101074,112,1087,Furniture,2,6923.82,30,Delhi,Card,1
101077,407,1061,Furniture,8,2624.42,25,Delhi,UPI,1
101083,75,1002,Clothing,5,2692.81,25,Mumbai,Cash,3
101085,103,1082,Clothing,3,4720.06,25,Delhi,Card,4
101087,192,1069,Electronics,2,8350.22,25,Chennai,Cash,4
101093,338,1089,Grocery,5,3049.52,30,Lucknow,UPI,4
101094,286,1034,Furniture,4,8539.43,25,Lucknow,Card,4
101097,435,1070,Grocery,6,1604.24,25,Delhi,UPI,1
101099,482,1067,Electronics,2,7351.26,30,Mumbai,Cash,1
101102,166,1026,Grocery,8,301.53,30,Lucknow,UPI,4
101106,30,1070,Clothing,9,1647.22,25,Lucknow,UPI,5
101109,51,1058,Grocery,2,9761.32,30,Lucknow,Card,5
101111,133,1042,Grocery,8,3714.87,30,Chennai,Cash,1
101112,285,1076,Grocery,10,5058.42,30,Chennai,Card,4
101123,262,1044,Clothing,6,9230.29,30,Delhi,UPI,4
101133,111,1020,Furniture,8,7673.9,30,Mumbai,UPI,1
101136,183,1005,Furniture,6,2829.97,25,Chennai,UPI,2
101138,95,1079,Electronics,9,122.1,30,Mumbai,Card,4
101139,459,1072,Furniture,5,2449.04,25,Mumbai,Card,4
101143,388,1040,Clothing,7,468.84,25,Delhi,UPI,4
101147,281,1062,Electronics,4,4741.32,25,Delhi,UPI,3
101148,195,1083,Electronics,6,4638.28,25,Mumbai,UPI,2
101152,93,1039,Electronics,8,9628.27,30,Delhi,UPI,1
101154,434,1041,Electronics,8,3123.39,30,Bangalore,UPI,4
101155,61,1033,Furniture,1,6132.99,25,Bangalore,Card,1
101159,277,1016,Grocery,9,7120.41,25,Delhi,UPI,3
101161,466,1007,Electronics,8,2219.39,30,Chennai,Card,3
101168,1,1069,Electronics,8,2566.95,30,Delhi,UPI,2
101172,346,1022,Grocery,8,2402.08,30,Mumbai,Cash,4
101173,46,1079,Grocery,10,4728.59,30,Bangalore,Card,2
101174,34,1013,Furniture,7,9578.53,25,Mumbai,UPI,4
101177,218,1023,Furniture,1,3332.25,30,Mumbai,Cash,3
101178,301,1097,Furniture,5,5973.96,25,Bangalore,Cash,4
101179,411,1018,Grocery,9,9186.84,25,Delhi,UPI,3
101188,350,1065,Grocery,7,5705.25,25,Lucknow,Cash,3
101197,8,1027,Clothing,8,7168.86,25,Mumbai,Cash,2
101201,180,1074,Clothing,4,1108.81,25,Bangalore,UPI,5
101202,207,1017,Grocery,5,3080.13,30,Lucknow,Cash,3
101203,303,1062,Clothing,6,5001.79,30,Delhi,Cash,3
101208,474,1022,Grocery,2,8989.68,30,Lucknow,UPI,3
101213,386,1099,Furniture,2,6235.81,30,Lucknow,Card,1
101223,407,1085,Clothing,8,2324.35,25,Bangalore,Cash,4
101228,274,1052,Grocery,1,7484.29,25,Mumbai,Card,4
101230,227,1025,Clothing,7,3125.51,30,Bangalore,UPI,4
101233,192,1051,Grocery,2,124.89,30,Lucknow,Cash,1
101235,119,1034,Grocery,10,9245.98,25,Delhi,UPI,2
101240,441,1048,Grocery,8,7916.79,30,Mumbai,Card,1
101241,273,1064,Furniture,8,3157.86,30,Bangalore,Card,3
101244,474,1082,Furniture,8,9763.24,30,Mumbai,UPI,1
101249,13,1011,Clothing,5,5486.13,30,Bangalore,Card,5
101253,394,1001,Clothing,3,8993.75,25,Lucknow,UPI,3
101256,109,1063,Grocery,2,5647.62,30,Bangalore,UPI,1
101257,146,1029,Clothing,10,8542.56,25,Bangalore,UPI,5
101259,228,1012,Furniture,4,9685.18,25,Mumbai,Card,3
101263,111,1037,Grocery,1,8788.48,30,Bangalore,Card,3
101264,264,1045,Clothing,2,8326.94,25,Delhi,UPI,3
101266,369,1048,Electronics,2,2372.41,25,Delhi,Cash,5
101280,365,1043,Furniture,9,4004.07,30,Mumbai,Cash,1
101290,112,1066,Grocery,5,8082.32,25,Delhi,Card,5
101293,331,1026,Electronics,2,8228.21,25,Mumbai,Cash,2
101296,350,1078,Furniture,10,9998.92,25,Chennai,Card,3
101298,152,1048,Grocery,4,7415.15,25,Delhi,UPI,3
101299,311,1065,Furniture,10,4924.1,30,Chennai,UPI,5
101301,247,1067,Electronics,2,7331.42,25,Delhi,Card,5
101302,387,1090,Clothing,8,4028.97,30,Bangalore,Card,1
101304,31,1009,Grocery,6,3004.57,30,Bangalore,UPI,2
101311,322,1070,Grocery,8,419.64,30,Bangalore,Card,1
101312,468,1044,Grocery,3,8916.98,30,Bangalore,Card,3
101315,4,1045,Furniture,8,2955.23,25,Lucknow,Card,4
101316,335,1017,Grocery,9,9837.17,30,Chennai,Card,5
101318,118,1003,Grocery,7,2984.91,30,Delhi,UPI,1
101323,62,1086,Clothing,8,2995.54,25,Chennai,Cash,3
101328,392,1085,Grocery,4,3833.4,25,Delhi,Cash,4
101338,275,1094,Electronics,8,5065.73,25,Bangalore,Card,5
101340,225,1037,Furniture,3,8402.02,25,Delhi,Cash,5
101343,140,1031,Furniture,5,8379.87,25,Delhi,Card,2
101346,90,1002,Furniture,4,1880.06,30,Mumbai,UPI,5
101354,333,1045,Grocery,9,8331.12,25,Mumbai,Cash,5
101357,161,1020,Grocery,1,9763.57,25,Bangalore,UPI,3
101359,178,1038,Electronics,10,4096.29,25,Mumbai,Card,5
101361,261,1025,Furniture,5,7145.34,30,Lucknow,Cash,2
101365,386,1070,Electronics,10,1431.06,25,Mumbai,Card,4
101366,13,1041,Furniture,7,4311.24,25,Delhi,Cash,1
101368,130,1097,Electronics,9,5772.17,25,Mumbai,UPI,2
101370,321,1051,Electronics,1,2632.81,30,Delhi,Card,3
101371,319,1005,Furniture,2,6363.75,30,Lucknow,Card,3
101372,101,1013,Electronics,2,9083.41,25,Lucknow,UPI,3
101374,273,1012,Grocery,9,6342.74,25,Lucknow,Cash,2
101375,265,1048,Electronics,9,2515.47,30,Mumbai,UPI,2
101377,399,1057,Electronics,1,5898.74,30,Mumbai,Cash,1
101379,38,1076,Clothing,3,7263.49,30,Lucknow,UPI,4
101380,419,1094,Clothing,9,6736.49,30,Chennai,UPI,2
101383,305,1022,Clothing,1,9185.83,25,Lucknow,UPI,4
101386,444,1047,Electronics,1,9241.28,30,Lucknow,UPI,5
101388,434,1003,Electronics,6,5888.09,30,Delhi,Card,5
101389,334,1053,Grocery,6,3874.18,25,Mumbai,UPI,2
101392,459,1069,Clothing,2,6828.77,25,Lucknow,Card,2
101395,76,1072,Electronics,10,5920.55,25,Bangalore,Card,1
101399,296,1016,Clothing,9,452.45,30,Mumbai,Cash,1
101401,406,1077,Furniture,4,9207.23,30,Lucknow,UPI,2
101403,320,1089,Electronics,5,7363.23,25,Chennai,Card,2
