TransactionID,StoreID,ProductID,Category,Quantity,Price,Discount,City,PaymentMode,Rating
100900,312,1050,Furniture,7,1226.92,0,Delhi,UPI,1
100901,417,1087,Clothing,10,6190.88,20,Delhi,Cash,1
100902,422,1071,Grocery,3,2318.81,25,Delhi,Cash,2
100907,173,1007,Clothing,3,4504.73,25,Delhi,UPI,3
100910,317,1033,Clothing,7,4243.83,30,Delhi,Cash,1
100915,213,1032,Furniture,6,1531.31,20,Delhi,Card,1
100934,374,1065,Furniture,4,4907.76,5,Delhi,Card,5
100936,144,1051,Electronics,8,3891.81,25,Delhi,Cash,1
100940,12,1100,Electronics,10,506.5,30,Delhi,Cash,5
100959,28,1054,Electronics,8,159.38,25,Delhi,Card,1
100960,220,1090,Electronics,2,1905.36,10,Delhi,UPI,3
100965,411,1031,Electronics,4,8765.87,5,Delhi,Card,5
100966,447,1073,Electronics,5,4107.78,25,Delhi,Card,1
100968,201,1078,Clothing,5,3112.49,30,Delhi,UPI,1
100969,417,1049,Clothing,4,3367.7,5,Delhi,Cash,4
100976,46,1058,Grocery,10,2520.09,25,Delhi,UPI,4
100986,450,1012,Grocery,6,9729.65,25,Delhi,Cash,2
100996,374,1043,Electronics,3,4135.96,30,Delhi,UPI,2
100997,65,1081,Furniture,10,9798.93,25,Delhi,UPI,5
101002,267,1033,Electronics,7,273.08,20,Delhi,Cash,5
101003,341,1100,Furniture,6,3899.26,0,Delhi,Cash,3
101014,105,1042,Grocery,8,6571.08,30,Delhi,Card,2
101016,385,1079,Grocery,5,306.87,25,Delhi,Card,4
101019,311,1082,Electronics,10,9082.05,15,Delhi,UPI,5
101024,351,1075,Furniture,6,1036.5,30,Delhi,Cash,1
101031,53,1058,Clothing,9,4312.34,30,Delhi,Card,1
101034,458,1089,Clothing,6,7607.77,0,Delhi,Card,5
101035,83,1057,Furniture,10,2048.34,30,Delhi,Cash,3
101044,205,1044,Grocery,10,6836.67,15,Delhi,Cash,4
101050,288,1009,Grocery,5,9474.19,0,Delhi,Card,1
101061,259,1009,Clothing,10,6756.27,15,Delhi,UPI,5
101063,306,1002,Clothing,10,4554.96,30,Delhi,UPI,4
101069,478,1051,Grocery,2,5136.79,30,Delhi,Card,4
101072,313,1035,Clothing,6,3916.29,0,Delhi,UPI,2
101074,112,1087,Furniture,2,6923.82,30,Delhi,Card,1
101075,255,1009,Clothing,7,3185.07,0,Delhi,Cash,2
101077,407,1061,Furniture,8,2624.42,25,Delhi,UPI,1
101085,103,1082,Clothing,3,4720.06,25,Delhi,Card,4
101091,306,1056,Furniture,9,7651.43,5,Delhi,UPI,4
101097,435,1070,Grocery,6,1604.24,25,Delhi,UPI,1
101103,481,1057,Furniture,8,9929.49,0,Delhi,Cash,4
101110,81,1049,Grocery,3,6778.65,20,Delhi,Cash,4
101116,401,1098,Furniture,10,261.98,20,Delhi,Cash,4
101123,262,1044,Clothing,6,9230.29,30,Delhi,UPI,4
101124,53,1022,Furniture,3,2405.96,5,Delhi,Card,2
101134,249,1025,Grocery,1,7928.27,10,Delhi,Cash,2
101137,336,1075,Furniture,2,8602.57,5,Delhi,Cash,1
101140,374,1083,Furniture,2,560.94,15,Delhi,Cash,5
101143,388,1040,Clothing,7,468.84,25,Delhi,UPI,4
101147,281,1062,Electronics,4,4741.32,25,Delhi,UPI,3
101152,93,1039,Electronics,8,9628.27,30,Delhi,UPI,1
101159,277,1016,Grocery,9,7120.41,25,Delhi,UPI,3
101160,5,1023,Furniture,7,7230.51,0,Delhi,Card,3
101162,92,1026,Clothing,2,1216.47,15,Delhi,UPI,3
101163,170,1096,Furniture,4,7521.89,5,Delhi,UPI,5
101168,1,1069,Electronics,8,2566.95,30,Delhi,UPI,2
101179,411,1018,Grocery,9,9186.84,25,Delhi,UPI,3
101186,239,1026,Electronics,4,2134.04,5,Delhi,Cash,3
101190,319,1002,Clothing,6,8241.66,0,Delhi,UPI,4
101200,253,1092,Furniture,5,8629.89,10,Delhi,UPI,4
101203,303,1062,Clothing,6,5001.79,30,Delhi,Cash,3
101215,154,1022,Furniture,6,7096.07,15,Delhi,Cash,1
101224,238,1010,Clothing,7,7894.45,20,Delhi,Card,1
101227,493,1079,Grocery,6,4800.08,10,Delhi,UPI,2
101235,119,1034,Grocery,10,9245.98,25,Delhi,UPI,2
101264,264,1045,Clothing,2,8326.94,25,Delhi,UPI,3
101266,369,1048,Electronics,2,2372.41,25,Delhi,Cash,5
101270,425,1100,Electronics,1,8224.51,5,Delhi,Card,4
101271,101,1011,Electronics,1,8151.07,15,Delhi,Card,5
101281,454,1080,Electronics,5,8367.86,20,Delhi,Cash,3
101282,229,1074,Electronics,6,4284.59,5,Delhi,Card,2
101283,377,1049,Grocery,6,2692.59,5,Delhi,Card,3
101289,70,1087,Clothing,1,9811.85,5,Delhi,UPI,1
101290,112,1066,Grocery,5,8082.32,25,Delhi,Card,5
101298,152,1048,Grocery,4,7415.15,25,Delhi,UPI,3
101301,247,1067,Electronics,2,7331.42,25,Delhi,Card,5
101303,243,1018,Furniture,8,5745.26,15,Delhi,Card,4
101305,40,1038,Furniture,3,2497.34,0,Delhi,UPI,4
101310,6,1027,Grocery,5,4386.41,15,Delhi,Card,1
101313,220,1100,Electronics,4,5562.44,0,Delhi,Cash,3
101314,75,1028,Furniture,4,1137.78,0,Delhi,Card,5
101318,118,1003,Grocery,7,2984.91,30,Delhi,UPI,1
101328,392,1085,Grocery,4,3833.4,25,Delhi,Cash,4
101333,133,1066,Clothing,10,183.03,5,Delhi,Card,3
101336,118,1033,Clothing,8,4744.11,15,Delhi,UPI,1
101340,225,1037,Furniture,3,8402.02,25,Delhi,Cash,5
101342,113,1060,Clothing,9,833.33,5,Delhi,Card,2
101343,140,1031,Furniture,5,8379.87,25,Delhi,Card,2
101349,38,1002,Clothing,9,583.48,5,Delhi,Cash,2
101355,491,1085,Furniture,5,6675.77,0,Delhi,Cash,1
101358,390,1061,Electronics,4,8727.69,15,Delhi,UPI,5
101366,13,1041,Furniture,7,4311.24,25,Delhi,Cash,1
101370,321,1051,Electronics,1,2632.81,30,Delhi,Card,3
101382,95,1098,Clothing,3,4171.77,15,Delhi,Cash,5
101388,434,1003,Electronics,6,5888.09,30,Delhi,Card,5
101405,328,1096,Grocery,9,6146.0,5,Delhi,UPI,3
101407,361,1047,Clothing,5,7160.03,25,Delhi,Card,3
101411,286,1050,Furniture,2,9586.05,25,Delhi,Card,3
101412,291,1077,Furniture,10,5817.05,30,Delhi,UPI,4
101416,339,1036,Furniture,6,4477.78,5,Delhi,Cash,3
101419,410,1086,Electronics,2,902.91,0,Delhi,Card,4
101425,89,1049,Furniture,7,713.74,15,Delhi,UPI,1
101429,295,1090,Electronics,1,2314.46,0,Delhi,Cash,2
101434,125,1099,Grocery,6,8272.06,20,Delhi,Card,3
101435,422,1090,Grocery,4,8924.39,30,Delhi,Card,5
101437,23,1029,Grocery,10,5122.47,20,Delhi,Cash,1
101441,153,1049,Furniture,6,2869.9,5,Delhi,UPI,3
101447,309,1057,Electronics,5,2257.61,20,Delhi,UPI,5
101469,411,1019,Clothing,4,3362.01,0,Delhi,Card,4
101474,97,1084,Clothing,8,3184.73,20,Delhi,Cash,3
101484,5,1090,Electronics,1,7431.9,15,Delhi,UPI,1
101488,118,1007,Furniture,10,4083.92,0,Delhi,Cash,2
101490,397,1099,Furniture,4,9267.41,25,Delhi,UPI,4
101495,216,1021,Furniture,8,8571.99,15,Delhi,UPI,3
101499,157,1017,Clothing,1,5395.37,0,Delhi,Card,1
101503,47,1088,Grocery,9,9571.35,10,Delhi,UPI,5
101510,115,1053,Electronics,5,6492.89,30,Delhi,UPI,5
101516,283,1097,Furniture,10,1253.6,25,Delhi,Card,1
101521,330,1098,Clothing,5,5728.14,0,Delhi,Cash,5
101529,302,1031,Clothing,10,8914.55,10,Delhi,Cash,3
101534,104,1096,Electronics,8,1702.36,5,Delhi,UPI,5
101535,446,1017,Electronics,6,6474.35,25,Delhi,Card,5
101537,473,1036,Clothing,4,9060.16,5,Delhi,Card,4
101539,111,1024,Furniture,6,1374.46,20,Delhi,UPI,3
101540,104,1063,Grocery,1,2553.72,20,Delhi,UPI,3
101543,460,1059,Electronics,1,5867.1,15,Delhi,Cash,1
101547,324,1037,Furniture,1,315.81,15,Delhi,UPI,1
101556,287,1083,Clothing,9,7352.52,20,Delhi,UPI,5
101561,462,1063,Clothing,3,9368.72,30,Delhi,Card,1
101563,297,1031,Grocery,10,2774.54,10,Delhi,Cash,3
101564,214,1049,Grocery,8,1032.59,10,Delhi,Card,3
101566,407,1094,Grocery,8,4012.34,10,Delhi,Card,3
101576,313,1026,Clothing,5,8800.66,0,Delhi,Cash,2
101577,1,1002,Grocery,1,766.4,20,Delhi,Card,5
101584,149,1023,Furniture,5,5863.36,5,Delhi,Cash,1
101586,457,1090,Furniture,1,262.43,30,Delhi,Card,3
101588,137,1028,Clothing,10,9846.21,5,Delhi,Card,2
101589,202,1066,Clothing,3,5840.21,25,Delhi,UPI,3
101592,117,1011,Furniture,5,6881.9,25,Delhi,UPI,1
101593,154,1018,Clothing,4,3343.54,5,Delhi,Cash,5
101600,75,1099,Clothing,6,8189.71,0,Delhi,Card,1
101601,294,1011,Grocery,5,9843.45,0,Delhi,UPI,5
101609,128,1028,Electronics,4,3856.25,15,Delhi,UPI,2
101614,179,1010,Furniture,2,9009.5,20,Delhi,Card,4
101615,182,1043,Grocery,6,6547.52,25,Delhi,Cash,1
101616,152,1015,Grocery,2,656.19,5,Delhi,UPI,3
101629,156,1078,Furniture,5,3340.87,30,Delhi,UPI,2
101630,370,1072,Grocery,1,3905.85,5,Delhi,Card,2
101634,337,1058,Electronics,9,8070.69,0,Delhi,Card,5
101639,118,1043,Clothing,7,5801.8,30,Delhi,Card,3
101640,342,1095,Clothing,3,6800.31,10,Delhi,Card,2
101641,476,1098,Clothing,1,6649.45,0,Delhi,UPI,5
101645,49,1067,Clothing,4,5768.02,0,Delhi,UPI,1
101647,257,1100,Grocery,7,5748.84,30,Delhi,UPI,1
101649,141,1066,Electronics,5,1079.78,30,Delhi,Card,2
101652,435,1023,Electronics,8,471.24,0,Delhi,UPI,1
101653,379,1029,Clothing,10,6467.81,15,Delhi,Card,2
101655,211,1096,Grocery,7,2281.66,25,Delhi,UPI,3
101661,429,1030,Clothing,2,9305.02,10,Delhi,Cash,2
101674,476,1079,Furniture,10,6989.43,20,Delhi,Cash,2
101686,359,1085,Electronics,10,1543.35,30,Delhi,Cash,1
101687,131,1034,Electronics,3,7410.98,10,Delhi,UPI,2
101700,178,1053,Furniture,10,7610.89,25,Delhi,Card,1
101701,391,1072,Clothing,6,722.12,5,Delhi,UPI,5
101706,247,1097,Grocery,4,1731.54,20,Delhi,Cash,1
101708,472,1098,Clothing,3,111.72,0,Delhi,UPI,5
101710,443,1072,Grocery,8,4172.24,15,Delhi,Cash,1
101711,255,1063,Grocery,8,2512.08,30,Delhi,Card,5
101715,239,1037,Clothing,10,7273.75,5,Delhi,UPI,4
101716,229,1098,Clothing,6,4968.1,25,Delhi,Cash,4
101722,264,1092,Grocery,7,7155.37,15,Delhi,Cash,3
101723,418,1078,Clothing,2,2970.28,10,Delhi,Card,3
101724,291,1053,Electronics,1,5212.46,20,Delhi,Cash,4
101726,88,1082,Electronics,6,2014.32,0,Delhi,Cash,2
101732,400,1095,Electronics,6,1987.14,20,Delhi,Card,1
101734,500,1083,Furniture,6,7427.49,20,Delhi,Card,4
101743,7,1019,Grocery,10,2233.18,20,Delhi,UPI,2
101757,2,1080,Grocery,8,4732.52,20,Delhi,Card,5
101760,197,1063,Clothing,3,8330.24,5,Delhi,Cash,4
101764,386,1085,Electronics,3,6809.87,10,Delhi,UPI,3
101766,471,1033,Clothing,9,8033.23,10,Delhi,Cash,2
101772,422,1082,Furniture,10,5444.74,5,Delhi,Card,3
101776,226,1076,Grocery,10,1104.76,25,Delhi,Cash,4
101780,500,1093,Clothing,3,3917.29,10,Delhi,Cash,2
101782,364,1002,Clothing,9,5907.02,20,Delhi,Card,1
101784,81,1002,Clothing,4,8843.51,5,Delhi,UPI,2
101787,120,1074,Furniture,3,1427.74,20,Delhi,UPI,2
101793,209,1006,Furniture,7,6243.48,20,Delhi,UPI,2
101799,40,1040,Clothing,1,956.65,15,Delhi,Card,4
101804,201,1057,Grocery,4,2025.84,5,Delhi,Card,1
101809,4,1035,Electronics,9,7051.97,10,Delhi,Card,2
101813,109,1054,Furniture,4,5957.33,0,Delhi,UPI,5
101814,98,1084,Clothing,5,5696.33,0,Delhi,Card,5
101826,34,1008,Electronics,7,4034.59,15,Delhi,UPI,2
101829,153,1049,Electronics,10,7736.49,25,Delhi,Card,5
101842,219,1033,Grocery,1,2429.31,25,Delhi,Card,3
101865,292,1073,Clothing,5,2548.61,0,Delhi,Card,2
101879,310,1090,Clothing,10,3982.97,0,Delhi,Card,3
101887,312,1035,Furniture,4,3552.94,15,Delhi,Card,4
101897,337,1093,Electronics,2,1788.13,0,Delhi,Card,3
101903,154,1064,Grocery,7,1709.5,0,Delhi,Cash,1
101904,450,1012,Electronics,5,561.69,0,Delhi,Card,4
101915,25,1024,Clothing,7,7286.68,30,Delhi,UPI,3
101921,108,1093,Grocery,8,3386.78,30,Delhi,Cash,1
101930,44,1042,Furniture,4,8408.0,15,Delhi,Card,2
101939,303,1077,Furniture,8,5961.39,30,Delhi,Card,1
101943,216,1005,Electronics,7,7112.9,10,Delhi,Cash,3
101947,149,1089,Clothing,1,3034.77,10,Delhi,UPI,5
101959,143,1081,Clothing,4,5793.57,0,Delhi,Card,1
101961,410,1091,Clothing,3,5546.06,25,Delhi,Cash,2
101976,391,1008,Grocery,4,6083.4,30,Delhi,Cash,2
101978,335,1038,Clothing,8,2712.05,30,Delhi,Cash,4
101981,137,1100,Grocery,4,3323.08,30,Delhi,UPI,5
101994,483,1096,Clothing,9,3787.06,30,Delhi,Card,5
101995,402,1089,Clothing,3,5732.16,20,Delhi,Card,3
102011,424,1090,Clothing,2,3716.8,25,Delhi,UPI,5
102013,183,1031,Grocery,2,2299.51,20,Delhi,Cash,4
102015,364,1056,Electronics,6,4764.54,0,Delhi,UPI,5
102029,426,1022,Clothing,4,2875.72,10,Delhi,Card,4
102032,450,1020,Electronics,2,3933.41,5,Delhi,UPI,1
102034,227,1078,Grocery,5,2511.67,10,Delhi,Card,5
102038,251,1034,Clothing,1,994.05,0,Delhi,UPI,3
102039,247,1075,Furniture,3,7003.01,15,Delhi,Card,1
102043,416,1044,Furniture,7,7928.43,0,Delhi,Cash,4
102046,379,1062,Electronics,8,1619.07,30,Delhi,UPI,1
102048,302,1046,Grocery,6,689.07,25,Delhi,Cash,1
102060,236,1059,Clothing,2,9568.6,0,Delhi,Card,3
102063,266,1084,Electronics,5,1896.53,10,Delhi,UPI,3
102073,429,1087,Electronics,10,4194.77,0,Delhi,UPI,4
102075,376,1010,Grocery,6,8781.69,30,Delhi,Card,5
102076,158,1011,Clothing,5,5523.07,10,Delhi,Cash,1
102080,446,1034,Grocery,4,4384.58,10,Delhi,Cash,2
102104,319,1010,Electronics,6,614.24,15,Delhi,Card,3
102116,72,1081,Electronics,7,7522.45,30,Delhi,Card,1
102120,310,1097,Grocery,10,9198.79,5,Delhi,Cash,2
102122,243,1024,Grocery,4,7302.27,20,Delhi,UPI,5
102125,330,1012,Electronics,6,5337.35,0,Delhi,Card,4
102132,259,1013,Furniture,4,3692.82,20,Delhi,UPI,2
102136,261,1088,Clothing,2,2474.45,0,Delhi,Cash,1
102141,9,1071,Electronics,9,6141.14,30,Delhi,Card,3
102150,178,1057,Furniture,3,2026.58,0,Delhi,Card,3
102152,62,1034,Clothing,5,7353.35,15,Delhi,Card,4
102155,3,1029,Clothing,2,331.44,30,Delhi,UPI,3
